854147"2018902119"Repeat Offender"3044 RIDGELAKE DR, METAIRIE"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"HARLEM"3044 RIDGELAKE DR"METAIRIE"E"
822150"2017914526"Repeat Offender"6001 RIVER RD, MARRERO"7/10/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"07/10/2017"AMES FARMS"6001 RIVER RD"MARRERO"W"COMPLAINT ENTERED/DATE"07/10/2017"COMPLAINT RECEIVED"07/10/2017"PROPERTY CUT BY PARISH CONTRACTOR"06/16/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/16/2017"
814249"2017911735"Repeat Offender"6001 RIVER RD, MARRERO"6/5/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"06/05/2017"AMES FARMS"6001 RIVER RD"MARRERO"W"COMPLAINT ENTERED/DATE"06/05/2017"COMPLAINT RECEIVED"06/05/2017"PROPERTY CUT BY PARISH CONTRACTOR"05/23/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/23/2017"
805791"2017908546"Repeat Offender"6001 RIVER RD, MARRERO"4/24/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"04/24/2017"AMES FARMS"6001 RIVER RD"MARRERO"W"COMPLAINT RECEIVED"04/24/2017"PROPERTY CUT BY PARISH CONTRACTOR"04/07/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"04/07/2017"
791831"2017903241"Repeat Offender"6001 RIVER RD, MARRERO"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"AMES FARMS"6001 RIVER RD"MARRERO"W"COMMENT"08/23/2017"DEMAND LETTER"08/04/2017"DEMAND LETTER"08/04/2017"COMMENT"08/01/2017"COMMENT"07/14/2017"COMMENT"06/26/2017"COMMENT"05/26/2017"COMMENT"05/23/2017"MAIL CORRESPONDANCE"05/23/2017"MAIL CORRESPONDANCE"05/19/2017"MAIL CORRESPONDANCE"05/17/2017"COMMENT"04/28/2017"BILLED"04/19/2017"COMMENT"04/17/2017"COMMENT"03/31/2017"PROPERTY CUT BY PARISH CONTRACTOR"03/28/2017"COMMENT"02/22/2017"INSPECTION SCHEDULED/DATE"02/21/2017"INSPECTION COMPLETED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
791633"2017903699"Repeat Offender"3413 RIVER RD, BRIDGE CITY"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"FAIRFIELD PLANTATION"3413 RIVER RD"BRIDGE CITY"W"COMMUNICATION W/OWNER/AGENT"03/03/2017"INSPECTION COMPLETED/DATE"03/02/2017"INSPECTION SCHEDULED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
783408"2016926368"Repeat Offender"6001 RIVER RD, MARRERO"12/19/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"12/19/2016"AMES FARMS"6001 RIVER RD"MARRERO"W"LETTER RETURNED"03/28/2017"DEMAND LETTER"03/01/2017"DEMAND LETTER"03/01/2017"MAIL CORRESPONDANCE"01/13/2017"MAIL CORRESPONDANCE"01/04/2017"
783434"2016926376"Repeat Offender"6001 RIVER RD, MARRERO"12/19/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"12/19/2016"AMES FARMS"6001 RIVER RD"MARRERO"W"LETTER RETURNED"03/28/2017"DEMAND LETTER"03/01/2017"DEMAND LETTER"03/01/2017"MAIL CORRESPONDANCE"01/13/2017"MAIL CORRESPONDANCE"01/04/2017"
756071"2016916368"Repeat Offender"6001 RIVER RD, MARRERO"7/27/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/27/2016"AMES FARMS"6001 RIVER RD"MARRERO"W"MAIL CORRESPONDANCE"08/24/2016"BILLED"08/08/2016"COMPLAINT ENTERED/DATE"07/27/2016"COMPLAINT RECEIVED"07/27/2016"PROPERTY CUT BY PARISH CONTRACTOR"07/01/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/01/2016"AD VALOREM TAX ORDINANCE FEES"05/12/2017"
748572"2016913418"Repeat Offender"6001 RIVER RD, MARRERO"6/22/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"06/22/2016"AMES FARMS"6001 RIVER RD"MARRERO"W"BILLED"07/01/2016"COMPLAINT ENTERED/DATE"06/22/2016"COMPLAINT RECEIVED"06/22/2016"PROPERTY CUT BY PARISH CONTRACTOR"06/10/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/10/2016"ADVALOREM TAX ORDINANCE"05/03/2017"
743002"2016911148"Repeat Offender"6001 RIVER RD, MARRERO"5/27/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"05/27/2016"AMES FARMS"6001 RIVER RD"MARRERO"W"COMPLAINT ENTERED/DATE"05/27/2016"COMPLAINT RECEIVED"05/27/2016"PROPERTY CUT BY PARISH CONTRACTOR"05/20/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/20/2016"ADVALOREM TAX ORDINANCE"05/03/2017"
739367"2016909730"Repeat Offender"6001 RIVER RD, MARRERO"5/11/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"05/11/2016"AMES FARMS"6001 RIVER RD"MARRERO"W"COMPLAINT ENTERED/DATE"05/11/2016"COMPLAINT RECEIVED"05/11/2016"ADVALOREM TAX ORDINANCE"05/03/2017"PROPERTY CUT BY PARISH CONTRACTOR"04/29/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"04/29/2016"
720096"2016902222"Repeat Offender"2625 RIVER RD, JEFFERSON"2/4/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2016"JEFFERSON PLAZA"2600 Block RIVER RD"JEFFERSON"E"COMMENT"08/04/2016"COMMENT"07/15/2016"COMMENT 2"07/07/2016"MAIL CORRESPONDANCE"07/07/2016"COMMENT"06/24/2016"COMMENT"05/27/2016"COMMENT"05/13/2016"COMMENT"02/17/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/17/2016"INSPECTION COMPLETED/DATE"02/16/2016"INSPECTION SCHEDULED/DATE"02/16/2016"OWNER NOTICE - WEEDS & TRASH"02/11/2016"COMPLAINT RECEIVED"02/05/2016"COMPLAINT ENTERED/DATE"02/05/2016"
720625"2016902500"Repeat Offender"6001 RIVER RD, MARRERO"2/4/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2016"AMES FARMS"6001 RIVER RD"MARRERO"W"DEMAND LETTER"08/16/2016"DEMAND LETTER"08/16/2016"COMMENT"07/26/2016"COMMENT"07/15/2016"MAIL CORRESPONDANCE"07/07/2016"MAIL CORRESPONDANCE"07/06/2016"COMMENT"06/22/2016"COMMENT"06/14/2016"COMMENT"05/10/2016"ADVALOREM TAX ORDINANCE"05/03/2017"BILLED"04/14/2016"PROPERTY CUT BY PARISH CONTRACTOR"03/25/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"03/25/2016"COMMENT"02/17/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/17/2016"INSPECTION COMPLETED/DATE"02/16/2016"INSPECTION SCHEDULED/DATE"02/16/2016"OWNER NOTICE - WEEDS & TRASH"02/11/2016"COMMENT"02/11/2016"OWNER NOTICE - WEEDS & TRASH"02/10/2016"COMPLAINT RECEIVED"02/05/2016"COMPLAINT ENTERED/DATE"02/05/2016"
791406"2017903313"Repeat Offender"42 ROBERT ST, WAGGAMAN"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"LIVE OAK MANOR (WEST BANK)"42 ROBERT ST"WAGGAMAN"W"INSPECTION SCHEDULED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
769772"2016921622"Repeat Offender"42 ROBERT ST, WAGGAMAN"9/28/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"09/28/2016"LIVE OAK MANOR (WEST BANK)"42 ROBERT ST"WAGGAMAN"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"08/29/2016"COMMENT"01/04/2017"
760096"2016918013"Repeat Offender"42 ROBERT ST, WAGGAMAN"8/12/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"08/12/2016"LIVE OAK MANOR (WEST BANK)"42 ROBERT ST"WAGGAMAN"W"PROPERTY CUT BY PARISH CONTRACTOR"07/31/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/31/2016"LIEN RELEASED"01/19/2017"
753169"2016915171"Repeat Offender"42 ROBERT ST, WAGGAMAN"7/14/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/14/2016"LIVE OAK MANOR (WEST BANK)"42 ROBERT ST"WAGGAMAN"W"COMPLAINT ENTERED/DATE"07/14/2016"COMPLAINT RECEIVED"07/14/2016"PROPERTY CUT BY PARISH CONTRACTOR"06/17/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/17/2016"
751311"2016914528"Repeat Offender"42 ROBERT ST, WAGGAMAN"7/6/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/06/2016"LIVE OAK MANOR (WEST BANK)"42 ROBERT ST"WAGGAMAN"W"COMPLAINT ENTERED/DATE"07/06/2016"COMPLAINT RECEIVED"07/06/2016"PROPERTY CUT BY PARISH CONTRACTOR"06/17/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/17/2016"
720102"2016902608"Repeat Offender"42 ROBERT ST, WAGGAMAN"2/4/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2016"LIVE OAK MANOR (WEST BANK)"42 ROBERT ST"WAGGAMAN"W"PAYMENT RECEIVED"12/06/2016"COMMENT"11/17/2016"COMMENT"11/10/2016"COMMENT"10/25/2016"COMMENT"09/28/2016"DEMAND LETTER"09/09/2016"COMMENT"08/30/2016"COMMENT"08/04/2016"COMMENT"07/15/2016"COMMENT"06/20/2016"BILLED"06/03/2016"PROPERTY CUT BY PARISH CONTRACTOR"05/22/2016"COMMENT"05/11/2016"COMMENT"04/19/2016"COMMUNICATION W/OWNER/AGENT"03/08/2016"COMMUNICATION W/OWNER/AGENT"03/04/2016"COMMENT"02/22/2016"INSPECTION COMPLETED/DATE"02/19/2016"FOLLOW UP INSPECTION SCHEDULED/DATE"02/18/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/17/2016"INSPECTION SCHEDULED/DATE"02/16/2016"OWNER NOTICE - WEEDS & TRASH"02/11/2016"OWNER NOTICE - WEEDS & TRASH"02/10/2016"COMPLAINT RECEIVED"02/05/2016"COMPLAINT ENTERED/DATE"02/05/2016"
854026"2018901550"Repeat Offender"901 ROBINSON AVE, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"ROBINSON AVENUE"901 ROBINSON AVE"MARRERO"W"
854214"2018901755"Repeat Offender"500 ROBINSON AVE, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"ROBINSON AVENUE"500 ROBINSON AVE"MARRERO"W"
854029"2018901819"Repeat Offender"344 ROBINSON AVE, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"ROBINSON"344 ROBINSON AVE"MARRERO"W"
853825"2018901987"Repeat Offender"1212 ROBINSON AVE, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"ROBINSON AVENUE"1212 ROBINSON AVE"MARRERO"W"
853953"2018902041"Repeat Offender"924 ROBINSON AVE, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"ROBINSON AVENUE"924 ROBINSON AVE"MARRERO"W"
854450"2018902200"Repeat Offender"547 ROBINSON AVE, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"ROBINSON AVENUE"547 ROBINSON AVE"MARRERO"W"
854012"2018902267"Repeat Offender"457 ROBINSON AVE, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"ROBINSON AVENUE"457 ROBINSON AVE"MARRERO"W"
850200"2017924689"Repeat Offender"924 ROBINSON AVE, MARRERO"11/20/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"11/20/2017"ROBINSON AVENUE"924 ROBINSON AVE"MARRERO"W"LETTER RETURNED"02/06/2018"LETTER RETURNED"01/25/2018"DEMAND LETTER"01/25/2018"DEMAND LETTER"01/25/2018"DEMAND LETTER"01/25/2018"
849907"2017924583"Repeat Offender"901 ROBINSON AVE, MARRERO"11/16/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"11/16/2017"ROBINSON AVENUE"901 ROBINSON AVE"MARRERO"W"LETTER RETURNED"01/31/2018"DEMAND LETTER"01/25/2018"DEMAND LETTER"01/25/2018"
848868"2017924224"Repeat Offender"500 ROBINSON AVE, MARRERO"11/9/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"11/09/2017"ROBINSON AVENUE"500 ROBINSON AVE"MARRERO"W"LETTER RETURNED"02/06/2018"DEMAND LETTER"01/17/2018"DEMAND LETTER"01/17/2018"
839937"2017921205"Repeat Offender"901 ROBINSON AVE, MARRERO"9/25/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"09/25/2017"ROBINSON AVENUE"901 ROBINSON AVE"MARRERO"W"
835813"2017919631"Repeat Offender"901 ROBINSON AVE, MARRERO"9/6/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"09/06/2017"ROBINSON AVENUE"901 ROBINSON AVE"MARRERO"W"
834131"2017919111"Repeat Offender"500 ROBINSON AVE, MARRERO"8/29/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/29/2017"ROBINSON AVENUE"500 ROBINSON AVE"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"08/10/2017"LETTER RETURNED"01/31/2018"
830797"2017917966"Repeat Offender"344 ROBINSON AVE, MARRERO"8/15/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/15/2017"ROBINSON"344 ROBINSON AVE"MARRERO"W"
830807"2017917970"Repeat Offender"901 ROBINSON AVE, MARRERO"8/15/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/15/2017"ROBINSON AVENUE"901 ROBINSON AVE"MARRERO"W"COMPLAINT RECEIVED"08/15/2017"PROPERTY CUT BY PARISH CONTRACTOR"07/26/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/26/2017"
830906"2017918000"Repeat Offender"924 ROBINSON AVE, MARRERO"8/15/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/15/2017"AMES TOWNSITE #4"1140 SILVER LILY LN"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/26/2017"
828009"2017916833"Repeat Offender"901 ROBINSON AVE, MARRERO"8/3/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/03/2017"ROBINSON AVENUE"901 ROBINSON AVE"MARRERO"W"COMPLAINT RECEIVED"08/03/2017"PROPERTY CUT BY PARISH CONTRACTOR"07/05/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/05/2017"
828115"2017916867"Repeat Offender"924 ROBINSON AVE, MARRERO"8/3/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/03/2017"ROBINSON AVENUE"924 ROBINSON AVE"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/05/2017"
826229"2017916135"Repeat Offender"344 ROBINSON AVE, MARRERO"7/26/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"07/26/2017"ROBINSON"344 ROBINSON AVE"MARRERO"W"
820059"2017913881"Repeat Offender"344 ROBINSON AVE, MARRERO"6/29/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"06/29/2017"ROBINSON"344 ROBINSON AVE"MARRERO"W"
820066"2017913884"Repeat Offender"901 ROBINSON AVE, MARRERO"6/29/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"06/29/2017"ROBINSON AVENUE"901 ROBINSON AVE"MARRERO"W"PROPERTY CUT BY PARISH CONTRACTOR"06/11/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/11/2017"
820107"2017913895"Repeat Offender"924 ROBINSON AVE, MARRERO"6/29/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"06/29/2017"ROBINSON AVENUE"924 ROBINSON AVE"MARRERO"W"
814514"2017911855"Repeat Offender"901 ROBINSON AVE, MARRERO"6/6/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"06/06/2017"ROBINSON AVENUE"901 ROBINSON AVE"MARRERO"W"PROPERTY CUT BY PARISH CONTRACTOR"05/25/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/25/2017"
814153"2017911700"Repeat Offender"500 ROBINSON AVE, MARRERO"6/5/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"06/05/2017"ROBINSON AVENUE"500 ROBINSON AVE"MARRERO"W"PROPERTY CUT BY PARISH CONTRACTOR"05/19/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/19/2017"
814241"2017911732"Repeat Offender"344 ROBINSON AVE, MARRERO"6/5/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"06/05/2017"ROBINSON"344 ROBINSON AVE"MARRERO"W"
807427"2017909219"Repeat Offender"901 ROBINSON AVE, MARRERO"5/2/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"05/02/2017"ROBINSON AVENUE"901 ROBINSON AVE"MARRERO"W"PROPERTY CUT BY PARISH CONTRACTOR"04/24/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"04/24/2017"
807431"2017909222"Repeat Offender"924 ROBINSON AVE, MARRERO"5/2/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"05/02/2017"ROBINSON AVENUE"924 ROBINSON AVE"MARRERO"W"
805753"2017908537"Repeat Offender"344 ROBINSON AVE, MARRERO"4/24/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"04/24/2017"ROBINSON"344 ROBINSON AVE"MARRERO"W"
791574"2017902997"Repeat Offender"901 ROBINSON AVE, MARRERO"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"ROBINSON AVENUE"901 ROBINSON AVE"MARRERO"W"COMMENT"07/11/2017"LETTER RETURNED"06/29/2017"LETTER RETURNED"06/29/2017"LETTER RETURNED"06/29/2017"DEMAND LETTER"06/26/2017"DEMAND LETTER"06/26/2017"DEMAND LETTER"06/26/2017"COMMENT"06/13/2017"COMMENT"06/05/2017"COMMENT"05/05/2017"MAIL CORRESPONDANCE"05/05/2017"COMMENT"04/25/2017"COMMENT"04/17/2017"BILLED"04/13/2017"COMMENT"03/23/2017"PROPERTY CUT BY PARISH CONTRACTOR"03/22/2017"MAIL CORRESPONDANCE"03/10/2017"COMMENT"02/22/2017"INSPECTION SCHEDULED/DATE"02/21/2017"INSPECTION COMPLETED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
791771"2017903009"Repeat Offender"500 ROBINSON AVE, MARRERO"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"ROBINSON AVENUE"500 Block ROBINSON AVE"MARRERO"W"COMMENT"08/11/2017"COMMENT"07/18/2017"LETTER RETURNED"07/12/2017"COMMENT"07/11/2017"LETTER RETURNED"07/06/2017"DEMAND LETTER"06/14/2017"DEMAND LETTER"06/14/2017"COMMENT"06/13/2017"COMMENT"05/25/2017"COMMENT"04/25/2017"COMMENT"04/17/2017"BILLED"03/29/2017"COMMENT"03/15/2017"PROPERTY CUT BY PARISH CONTRACTOR"03/13/2017"MAIL CORRESPONDANCE"03/13/2017"COMMENT"03/01/2017"INSPECTION COMPLETED/DATE"02/24/2017"INSPECTION SCHEDULED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
