853832"2018901844"Repeat Offender"1905 JAMES DR, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"GOLDEN HEIGHTS"1905 JAMES DR"MARRERO"W"
720338"2016902594"Repeat Offender"2724 JIMMIE DEAN DR, MARRERO"2/4/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2016"ESTELLE HEIGHTS EXTENSION #2"2724 JIMMIE DEAN DR"MARRERO"W"LETTER RETURNED"08/19/2016"COMMENT"07/26/2016"DEMAND LETTER"07/26/2016"MAIL CORRESPONDANCE"07/06/2016"COMMENT"07/01/2016"COMMENT"06/22/2016"COMMENT"06/09/2016"ADVALOREM TAX ORDINANCE"05/03/2017"COMMENT"04/29/2016"COMMENT"04/12/2016"BILLED"04/08/2016"COMMENT"03/24/2016"PROPERTY CUT BY PARISH CONTRACTOR"03/23/2016"COMMENT"02/17/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/17/2016"INSPECTION COMPLETED/DATE"02/16/2016"INSPECTION SCHEDULED/DATE"02/16/2016"OWNER NOTICE - WEEDS & TRASH"02/11/2016"COMPLAINT RECEIVED"02/05/2016"COMPLAINT ENTERED/DATE"02/05/2016"COMMENT"01/31/2018"FEES PAID"01/23/2018"BILL PAID"01/23/2018"
854134"2018902058"Repeat Offender"5568 JORDAN DR, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"GOLDEN HEIGHTS"5568 JORDAN DR"MARRERO"W"COMPLAINT ENTERED/DATE"02/05/2018"
854003"2018902309"Repeat Offender"5564 JORDAN DR, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"GOLDEN HEIGHTS"5564 JORDAN DR"MARRERO"W"
849261"2017924390"Repeat Offender"5568 JORDAN DR, MARRERO"11/14/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"11/14/2017"GOLDEN HEIGHTS"5568 JORDAN DR"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"10/23/2017"LETTER RETURNED"01/29/2018"DEMAND LETTER"01/26/2018"DEMAND LETTER"01/26/2018"DEMAND LETTER"01/26/2018"DEMAND LETTER"01/26/2018"
845135"2017923026"Repeat Offender"5564 JORDAN DR, MARRERO"10/19/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"10/19/2017"GOLDEN HEIGHTS"5564 JORDAN DR"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"10/04/2017"
845203"2017923044"Repeat Offender"5568 JORDAN DR, MARRERO"10/19/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"10/19/2017"GOLDEN HEIGHTS"5568 JORDAN DR"MARRERO"W"COMPLAINT ENTERED/DATE"10/19/2017"COMPLAINT RECEIVED"10/19/2017"PROPERTY CUT BY PARISH CONTRACTOR"10/04/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"10/04/2017"LETTER RETURNED"01/28/2018"LETTER RETURNED"01/05/2018"
840319"2017921378"Repeat Offender"5568 JORDAN DR, MARRERO"9/26/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"09/26/2017"GOLDEN HEIGHTS"5568 JORDAN DR"MARRERO"W"COMMENT"10/19/2017"BILLED"09/27/2017"COMPLAINT ENTERED/DATE"09/26/2017"COMPLAINT RECEIVED"09/26/2017"PROPERTY CUT BY PARISH CONTRACTOR"09/13/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"09/13/2017"
834041"2017919084"Repeat Offender"5568 JORDAN DR, MARRERO"8/29/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/29/2017"GOLDEN HEIGHTS"5568 JORDAN DR"MARRERO"W"COMPLAINT ENTERED/DATE"08/29/2017"COMPLAINT RECEIVED"08/29/2017"PROPERTY CUT BY PARISH CONTRACTOR"08/16/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"08/16/2017"LETTER RETURNED"01/05/2018"
833900"2017919047"Repeat Offender"5564 JORDAN DR, MARRERO"8/28/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/28/2017"GOLDEN HEIGHTS"5564 JORDAN DR"MARRERO"W"
832508"2017918563"Repeat Offender"5564 JORDAN DR, MARRERO"8/22/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/22/2017"GOLDEN HEIGHTS"5564 JORDAN DR"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/29/2017"
832548"2017918573"Repeat Offender"5568 JORDAN DR, MARRERO"8/22/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/22/2017"GOLDEN HEIGHTS"5568 JORDAN DR"MARRERO"W"COMMENT"09/22/2017"BILLED"08/22/2017"COMPLAINT ENTERED/DATE"08/22/2017"COMPLAINT RECEIVED"08/22/2017"PROPERTY CUT BY PARISH CONTRACTOR"07/29/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/29/2017"
828994"2017917184"Repeat Offender"5568 JORDAN DR, MARRERO"8/8/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/08/2017"GOLDEN HEIGHTS"5568 JORDAN DR"MARRERO"W"COMPLAINT ENTERED/DATE"08/08/2017"COMPLAINT RECEIVED"08/08/2017"BILLED"08/03/2017"PROPERTY CUT BY PARISH CONTRACTOR"07/07/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/07/2017"
828752"2017917087"Repeat Offender"5564 JORDAN DR, MARRERO"8/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/07/2017"GOLDEN HEIGHTS"5564 JORDAN DR"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/07/2017"
819431"2017913616"Repeat Offender"5564 JORDAN DR, MARRERO"6/27/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"06/27/2017"GOLDEN HEIGHTS"5564 JORDAN DR"MARRERO"W"
812909"2017911289"Repeat Offender"5564 JORDAN DR, MARRERO"5/30/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"05/30/2017"GOLDEN HEIGHTS"5564 JORDAN DR"MARRERO"W"
812927"2017911299"Repeat Offender"5568 JORDAN DR, MARRERO"5/30/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"05/30/2017"GOLDEN HEIGHTS"5568 JORDAN DR"MARRERO"W"COMPLAINT RECEIVED"06/27/2017"PROPERTY CUT BY PARISH CONTRACTOR"06/08/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/08/2017"
812929"2017911300"Repeat Offender"5568 JORDAN DR, MARRERO"5/30/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"05/30/2017"GOLDEN HEIGHTS"5568 JORDAN DR"MARRERO"W"MAIL CORRESPONDANCE"06/09/2017"BILLED"05/31/2017"COMPLAINT ENTERED/DATE"05/30/2017"COMPLAINT RECEIVED"05/30/2017"PROPERTY CUT BY PARISH CONTRACTOR"05/17/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/17/2017"
810236"2017910211"Repeat Offender"5568 JORDAN DR, MARRERO"5/16/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"05/16/2017"GOLDEN HEIGHTS"5568 JORDAN DR"MARRERO"W"BILLED"05/24/2017"COMPLAINT ENTERED/DATE"05/16/2017"COMPLAINT RECEIVED"05/16/2017"PROPERTY CUT BY PARISH CONTRACTOR"05/04/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/04/2017"
804824"2017908127"Repeat Offender"5564 JORDAN DR, MARRERO"4/19/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"04/19/2017"GOLDEN HEIGHTS"5564 JORDAN DR"MARRERO"W"COMPLAINT ENTERED/DATE"04/04/2017"COMPLAINT RECEIVED"04/04/2017"
804829"2017908131"Repeat Offender"5568 JORDAN DR, MARRERO"4/19/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"04/19/2017"GOLDEN HEIGHTS"5568 JORDAN DR"MARRERO"W"PROPERTY CUT BY PARISH CONTRACTOR"04/05/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"04/05/2017"COMPLAINT ENTERED/DATE"04/04/2017"COMPLAINT RECEIVED"04/04/2017"
791107"2017903253"Repeat Offender"5568 JORDAN DR, MARRERO"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"GOLDEN HEIGHTS"5568 JORDAN DR"MARRERO"W"COMMENT"07/11/2017"COMMENT"06/09/2017"LETTER RETURNED"06/07/2017"LETTER RETURNED"06/04/2017"DEMAND LETTER"05/30/2017"DEMAND LETTER"05/30/2017"DEMAND LETTER"05/30/2017"COMMENT"05/18/2017"COMMENT"05/08/2017"MAIL CORRESPONDANCE"05/08/2017"COMMENT"04/06/2017"BILLED"03/29/2017"COMMENT"03/13/2017"MAIL CORRESPONDANCE"03/10/2017"PROPERTY CUT BY PARISH CONTRACTOR"03/08/2017"COMMENT"02/22/2017"INSPECTION SCHEDULED/DATE"02/21/2017"INSPECTION COMPLETED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
